 Boro-Block-Lot, Condo Section, Neighborhood, Building Classification, Total Units, Year Built, Gross SqFt, Est. Gross Income, Gross Income per SqFt, Full Market Value,Market Value per SqFt,Normalized Market Value per SqFt,Normalized Gross Income,Normalized Gross Income per sqt,normailized full market value,,,,,
1-01114-7503,1653-R1,9,1,202,2005,730068,40153740,55,200999993,275,305.2775,44574666.77,61.0555,,,,,,
1-01115-7501,612-R1,9,1,425,1932,598316,23932640,40,119999997,201,223.1301,26567623.66,44.404,,,,,,
1-01116-7501,125-R1,9,1,655,1970,806195,32247800,40,162000008,201,223.1301,35798282.78,44.404,,,,,,
1-01116-7502,2001-R1,9,1,53,1999,146262,5850480,40,29167300,199,220.9099,6494617.848,44.404,,,,,,
1-01117-7501,107-R1,9,1,11,1983,9335,312722,33.5,1429998,153,169.8453,347153.2473,37.18835,,,,,,
1-01117-7502,1303-R1,9,1,65,1911,87712,3508480,40,17599989,201,223.1301,3894763.648,44.404,,,,,,
1-01118-7501,241-R1,9,1,54,1939,40545,1419075,35,6799994,168,186.4968,1575315.158,38.8535,,,,,,
1-01120-7501,126-R1,9,1,175,1983,154328,5555808,36,27899990,181,200.9281,6167502.461,39.9636,,,,,,
1-01125-7501,1201-R1,9,1,132,1928,139400,5018400,36,25199988,181,200.9281,5570925.84,39.9636,,,,,,
1-01125-7502,1607-R1,9,1,158,1924,239122,9564880,40,47999996,201,223.1301,10617973.29,44.404,,,,,,
1-01126-7502,763-R1,9,1,62,1900,57627,1959318,34,9390001,163,180.9463,2175038.912,37.7434,,,,,,
1-01131-7501,1055-R1,9,1,133,1998,239035,10039470,42,50300002,210,233.121,11144815.65,46.6242,,,,,,
1-01132-7501,492-R1,9,1,222,1988,269253,10770120,40,54000001,201,223.1301,11955910.21,44.404,,,,,,
1-01137-7501,760-R1,9,1,347,1989,442560,20357760,46,102000000,230,255.323,22599149.38,51.0646,,,,,,
1-01138-7501,921-R1,9,1,143,1995,271808,11415936,42,57300002,211,234.2311,12672830.55,46.6242,,,,,,
1-01138-7502,966-R1,9,1,199,1997,320750,13792250,43,69200007,216,239.7816,15310776.73,47.7343,,,,,,
1-01139-7501,351-R1,9,1,75,1985,68609,2607142,38,13100001,191,212.0291,2894188.334,42.1838,,,,,,
1-01139-7503,893-R1,9,1,281,1992,325921,13688682,42,68599999,210,233.121,15195805.89,46.6242,,,,,,
1-01140-7502,417-R1,9,1,161,1987,239435,9577400,40,47999995,200,222.02,10631871.74,44.404,,,,,,
1-01141-7501,31-R1,9,1,83,1903,95930,3165690,33,15200001,158,175.3958,3514232.469,36.6333,,,,,,
1-01142-7501,81-R1,9,1,87,1927,119000,3570000,30,17100001,144,159.8544,3963057,33.303,,,,,,
1-01142-7502,688-R1,9,1,122,1989,179380,6995820,39,35100001,196,217.5796,7766059.782,43.2939,,,,,,
1-01143-7502,431-R1,9,1,55,1940,43578,1525230,35,7310000,168,186.4968,1693157.823,38.8535,,,,,,
1-01143-7504,579-R1,9,1,66,1905,46142,1522686,33,7290004,158,175.3958,1690333.729,36.6333,,,,,,
1-01143-7505,1827-R1,9,1,17,2006,45900,1973700,43,9899999,216,239.7816,2191004.37,47.7343,,,,,,
1-01144-7501,327-R1,9,1,34,1913,50284,1659372,33,7949996,158,175.3958,1842068.857,36.6333,,,,,,
1-01150-7502,159-R1,9,1,23,1988,47376,1800288,38,9029998,191,212.0291,1998499.709,42.1838,,,,,,
1-01150-7503,405-R1,9,1,93,1987,68225,2592550,38,12999998,191,212.0291,2877989.755,42.1838,,,,,,
1-01150-7504,1415-R1,9,1,98,1930,135531,4743585,35,22700003,167,185.3867,5265853.709,38.8535,,,,,,
1-01151-7502,1719-R1,9,1,172,2005,213067,8949000,42,44899994,211,234.2311,9934078.421,46.6242,,,,,,
1-01151-7503,1835-R1,9,1,186,2007,259288,10371520,40,51999872,201,223.1301,11513424.35,44.404,,,,,,
1-01152-7501,1544-R1,9,1,80,2004,86299,3624558,42,19842268,230,255.323,4023621.836,46.6242,,,,,,
1-01163-7501,231-R1,9,1,58,1986,58000,2204000,38,11100008,191,212.0291,2446660.4,42.1838,,,,,,
1-01164-7501,731-R1,9,1,202,1991,265469,9291415,35,44500005,168,186.4968,10314399.79,38.8535,,,,,,
1-01165-7501,189-R1,9,1,159,1926,186929,5981728,32,28699980,154,170.9554,6640316.253,35.5232,,,,,,
1-01165-7503,799-R1,9,1,465,1902,446600,12951400,29,61999986,139,154.3039,14377349.14,32.1929,,,,,,
1-01165-7505,1674-R1,9,1,29,1928,132048,4753728,36,23799999,180,199.818,5277113.453,39.9636,,,,,,
1-01166-7501,344-R1,9,1,92,1922,54975,1814175,33,8690006,158,175.3958,2013915.668,36.6333,,,,,,
1-01171-7501,1058-R1,9,1,372,1997,512280,23052600,45,116000006,226,250.8826,25590691.26,49.9545,,,,,,
1-01171-7502,1262-R1,9,1,422,2000,602694,27121230,45,136000010,226,250.8826,30107277.42,49.9545,,,,,,
1-01171-7503,1401-R1,9,1,167,2004,322204,14499180,45,72699994,226,250.8826,16095539.72,49.9545,,,,,,
1-01171-7504,1463-R1,9,1,277,2004,263003,11835135,45,59399962,226,250.8826,13138183.36,49.9545,,,,,,
1-01171-7505,1807-R1,9,1,266,2006,388033,17461485,45,87600011,226,250.8826,19383994.5,49.9545,,,,,,
1-01182-7501,547-R1,9,1,148,1930,152076,4866432,32,23300002,153,169.8453,5402226.163,35.5232,,,,,,
1-01184-7501,1631-R1,9,1,25,1931,45968,1516944,33,7269999,158,175.3958,1683959.534,36.6333,,,,,,
1-01197-7501,334-R1,9,1,37,1924,55226,2153814,39,10799998,196,217.5796,2390948.921,43.2939,,,,,,
1-01198-7502,909-R1,9,1,52,1900,39438,1538082,39,7709990,195,216.4695,1707424.828,43.2939,,,,,,
1-01199-7502,481-R1,9,1,20,1910,28600,1115400,39,5589997,195,216.4695,1238205.54,43.2939,,,,,,
1-01202-7501,692-R1,9,1,36,1988,115502,4273574,37,21400000,185,205.3685,4744094.497,41.0737,,,,,,
1-01203-7501,1000-R1,9,1,47,1927,39942,1557738,39,7809997,196,217.5796,1729244.954,43.2939,,,,,,
1-01203-7502,1008-R1,9,1,11,1960,19902,776178,39,3890001,195,216.4695,861635.1978,43.2939,,,,,,
1-01206-7501,1257-R1,9,1,85,1929,130259,3907770,30,18699999,144,159.8544,4338015.477,33.303,,,,,,
1-01209-7501,839-R1,9,1,18,1991,53656,2038928,38,10200000,190,210.919,2263413.973,42.1838,,,,,,
1-01210-7501,204-R1,9,1,147,1986,215942,8637680,40,43299997,201,223.1301,9588688.568,44.404,,,,,,
1-01210-7502,669-R1,9,1,91,1920,60653,2426120,40,12199991,201,223.1301,2693235.812,44.404,,,,,,
1-01213-7503,512-R1,9,1,36,1912,35516,958932,27,4589999,129,143.2029,1064510.413,29.9727,,,,,,
1-01216-7501,391-R1,9,1,47,1986,27600,1021200,37,5120004,186,206.4786,1133634.12,41.0737,,,,,,
1-01216-7502,757-R1,9,1,79,1929,88916,2489648,28,11900005,134,148.7534,2763758.245,31.0828,,,,,,
1-01216-7503,1031-R1,9,1,38,1998,70430,2605910,37,13099999,186,206.4786,2892820.691,41.0737,,,,,,
1-01219-7501,242-R1,9,1,108,1985,145070,4642240,32,22200030,153,169.8453,5153350.624,35.5232,,,,,,
1-01220-7501,252-R1,9,1,47,1900,33570,1208520,36,6059995,181,200.9281,1341578.052,39.9636,,,,,,
1-01220-7502,521-R1,9,1,13,1989,27389,1040782,38,5220000,191,212.0291,1155372.098,42.1838,,,,,,
1-01220-7503,618-R1,9,1,26,1989,54778,2081564,38,10400002,190,210.919,2310744.196,42.1838,,,,,,
1-01220-7504,774-R1,9,1,59,1990,60767,2309146,38,11599987,191,212.0291,2563382.975,42.1838,,,,,,
1-01223-7502,550-R1,9,1,53,1925,62389,1684503,27,8069997,129,143.2029,1869966.78,29.9727,,,,,,
1-01223-7503,1645-R1,9,1,279,1973,246842,7405260,30,35500009,144,159.8544,8220579.126,33.303,,,,,,
1-01223-7504,1984-R1,9,1,53,1925,55008,1155168,21,3720255,68,75.4868,1282351.997,23.3121,,,,,,
1-01228-7501,508-R1,9,1,123,1987,132774,4647090,35,22300016,168,186.4968,5158734.609,38.8535,,,,,,
1-01228-7502,490-R1,9,1,28,1910,27772,972020,35,4659997,168,186.4968,1079039.402,38.8535,,,,,,
1-01228-7503,1487-R1,9,1,12,2004,21807,872280,40,4370000,200,222.02,968318.028,44.404,,,,,,
1-01229-7501,261-R1,9,1,55,1920,80629,2096354,26,9100011,113,125.4413,2327162.575,28.8626,,,,,,
1-01231-7501,386-R1,9,1,306,1985,369189,14029182,38,70399989,191,212.0291,15573794.94,42.1838,,,,,,
1-01232-7502,1230-R1,9,1,89,1915,141562,4671546,33,22400003,158,175.3958,5185883.215,36.6333,,,,,,
1-01233-7501,296-R1,9,1,45,1912,79554,2147958,27,10300000,129,143.2029,2384448.176,29.9727,,,,,,
1-01233-7502,892-R1,9,1,57,1986,60115,2404600,40,12099997,201,223.1301,2669346.46,44.404,,,,,,
1-01235-7501,74-R1,9,1,60,1920,56306,1520262,27,7280002,129,143.2029,1687642.846,29.9727,,,,,,
1-01236-7502,1814-R1,9,1,94,1915,171946,5158380,30,24700005,144,159.8544,5726317.638,33.303,,,,,,
1-01237-7501,285-R1,9,1,72,1920,147994,4439820,30,21300003,144,159.8544,4928644.182,33.303,,,,,,
1-01237-7502,384-R1,9,1,157,1985,170760,5976600,35,28600000,167,185.3867,6634623.66,38.8535,,,,,,
1-01238-7501,1117-R1,9,1,93,1922,166559,5829565,35,27900000,168,186.4968,6471400.107,38.8535,,,,,,
1-01238-7503,1265-R1,9,1,84,1920,118026,3540780,30,16999997,144,159.8544,3930619.878,33.303,,,,,,
1-01239-7501,732-R1,9,1,37,1913,59951,1678628,28,8040000,134,148.7534,1863444.943,31.0828,,,,,,
1-01239-7502,1089-R1,9,1,47,1916,92402,2772060,30,13299999,144,159.8544,3077263.806,33.303,,,,,,
1-01240-7501,387-R1,9,1,15,1900,15815,474450,30,2270004,144,159.8544,526686.945,33.303,,,,,,
1-01240-7502,1727-R1,9,1,58,1926,116997,3509910,30,16799993,144,159.8544,3896351.091,33.303,,,,,,
1-01241-7501,200-R1,9,1,15,1930,16506,495180,30,2370003,144,159.8544,549699.318,33.303,,,,,,
1-01243-7501,415-R1,9,1,212,1986,145085,5077975,35,24300005,167,185.3867,5637060.048,38.8535,,,,,,
1-01244-7501,221-R1,9,1,24,1920,20118,663894,33,3180001,158,175.3958,736988.7294,36.6333,,,,,,
1-01246-7501,78-R1,9,1,22,1910,28436,938388,33,4489997,158,175.3958,1041704.519,36.6333,,,,,,
1-01247-7501,740-R1,9,1,70,1950,90566,2354716,26,10200000,113,125.4413,2613970.232,28.8626,,,,,,
1-01250-7503,1692-R1,9,1,24,1920,60480,1693440,28,8110001,134,148.7534,1879887.744,31.0828,,,,,,
1-01250-7504,1747-R1,9,1,54,1923,55190,1545320,28,7399988,134,148.7534,1715459.732,31.0828,,,,,,
1-01251-7501,1129-R1,9,1,51,1911,78380,2194640,28,10500004,134,148.7534,2436269.864,31.0828,,,,,,
1-01252-7501,149-R1,9,1,32,1920,32750,917000,28,4390001,134,148.7534,1017961.7,31.0828,,,,,,
1-01253-7501,533-R1,9,1,30,1902,32905,921340,28,4409996,134,148.7534,1022779.534,31.0828,,,,,,
1-01253-7502,647-R1,9,1,104,1989,167752,5871320,35,28099998,168,186.4968,6517752.332,38.8535,,,,,,
1-01253-7503,1608-R1,9,1,261,1931,208241,4997784,24,21699981,104,115.4504,5548040.018,26.6424,,,,,,
1-01868-7501,93-R1,9,1,302,1983,358000,9800000,27.4,46899979,131,145.4231,10889192.92,30.41674,,,,,,
1-01869-7501,516-R1,9,1,56,1901,80242,2090000,26,9570000,119,132.1019,2315992.749,28.8626,,,,,,
1-01869-7502,708-R1,9,1,61,1914,97950,2250000,22.97,9769998,100,111.01,2497626.756,25.498997,,,,,,
1-01870-7501,353-R1,9,1,31,1920,49780,1250000,25.1,5430008,109,121.0009,1387045.528,27.86351,,,,,,
1-01870-7503,1161-R1,9,1,32,1912,32752,885000,27,4239998,129,143.2029,981665.8704,29.9727,,,,,,
1-01871-7502,1786-R1,9,1,64,2005,132905,4200000,31.6,27000003,203,225.3503,4662195.76,35.07916,,,,,,
1-01876-7501,464-R1,9,1,46,1930,33324,800000,24.01,3469999,104,115.4504,888201.2673,26.653501,,,,,,
1-01878-7501,1406-R1,9,1,64,2004,133872,4000000,29.9,19199999,143,158.7443,4443478.085,33.19199,,,,,,
1-01880-7501,519-R1,9,1,44,1925,42503,830000,19.53,3600009,85,94.3585,921475.7933,21.680253,,,,,,
1-01881-7501,188-R1,9,1,148,1920,107102,2800000,26.1,12200024,114,126.5514,3103131.578,28.97361,,,,,,
1-01881-7502,291-R1,9,1,36,1911,59769,1560000,26.1,6770009,113,125.4413,1731723.696,28.97361,,,,,,
1-01881-7503,1410-R1,9,1,49,1900,55578,1450000,26.1,6299997,113,125.4413,1610295.297,28.97361,,,,,,
1-01882-7501,312-R1,9,1,56,1920,70493,1835000,26,7969997,113,125.4413,2034611.262,28.8626,,,,,,
1-01882-7502,1588-R1,9,1,55,2005,79805,2715000,34,12999990,163,180.9463,3012112.037,37.7434,,,,,,
1-01883-7502,718-R1,9,1,71,1990,46573,1260000,27.1,6040000,130,144.313,1401088.626,30.08371,,,,,,
1-01887-7501,1703-R1,9,1,61,1920,90386,1450000,16.04,5260019,58,64.3858,1609413.478,17.806004,,,,,,
1-01888-7501,315-R1,9,1,32,1910,39500,750000,18.99,2970003,75,83.2575,832691.5605,21.080799,,,,,,
1-01889-7501,872-R1,9,1,106,1928,195971,4500000,22.96,19500001,100,111.01,4994888.467,25.487896,,,,,,
1-01893-7502,1917-R1,9,1,67,1922,103749,1556235,15,5990000,58,64.3858,1727576.474,16.6515,,,,,,
1-01128-7502,677-R1,9,0,13,1910,8625,310500,36,1559998,181,200.9281,344686.05,39.9636,,,,,,
1-01129-7501,634-R1,9,0,13,1900,6641,245717,37,1229998,185,205.3685,272770.4417,41.0737,,,,,,
1-01149-7501,589-R1,9,0,28,1900,14940,493020,33,2360001,158,175.3958,547301.502,36.6333,,,,,,
1-01169-7501,876-R1,9,0,16,1920,9957,358452,36,1800001,181,200.9281,397917.5652,39.9636,,,,,,
